epoch,train_loss,val_loss,val_pixel,val_struct,val_edge,val_psnr,val_ssim,lr,epoch_time_sec
1,0.1369501145142648,0.12567502800375224,0.0341350273694843,0.24916978031396866,0.13902014289051295,25.46891766282062,0.7508302196860314,9.997532801828658e-05,363.97
2,0.1264625395855142,0.12165389582514763,0.033612697198987004,0.24303677827119827,0.13144613802433014,25.58392594684818,0.7569632217288017,9.990133642141359e-05,363.08
3,0.12411630124681526,0.11900760009884834,0.03262742045335472,0.23565570414066314,0.13083011899143457,25.766047161303852,0.7643442958593368,9.977809823015401e-05,363.29
4,0.12244033022887177,0.11821037456393242,0.03223664737306535,0.23423261046409607,0.13042401112616062,25.86529297718323,0.765767389535904,9.960573506572391e-05,363.16
5,0.1209625249935521,0.11641661394387484,0.031710514007136224,0.22972580343484877,0.12920312732458114,25.96788403671859,0.7702741965651512,9.93844170297569e-05,363.43
6,0.11913868781800072,0.11622526813298464,0.03231792557053268,0.22986163645982743,0.12645004261285067,25.86264684305878,0.7701383635401726,9.911436253643445e-05,363.69
7,0.1180907412742575,0.1145167488604784,0.03159189429134131,0.22435033619403838,0.12684927955269815,26.000960829583782,0.7756496638059616,9.879583809693738e-05,363.83
8,0.11704564419471555,0.11303626708686351,0.03113299710676074,0.2225519001483917,0.12464296026155353,26.13657000105482,0.7774480998516082,9.842915805643157e-05,363.5
9,0.11634692696647511,0.11369577273726464,0.03173614633269608,0.2240319773554802,0.12384409476071596,26.010259243038412,0.7759680226445198,9.801468428384717e-05,363.4
10,0.11532735464473566,0.11173065723851323,0.0304845348931849,0.2195932686328888,0.12442488288506866,26.309108280409276,0.7804067313671113,9.75528258147577e-05,363.45
11,0.11467642856554852,0.1111818203702569,0.030451735761016608,0.2179660201072693,0.1237896011210978,26.308159545675,0.7820339798927307,9.70440384477113e-05,363.44
12,0.11407326492998335,0.11105725578963757,0.030324201192706825,0.21857869178056716,0.12339104767888784,26.365104704158835,0.7814213082194328,9.64888242944126e-05,363.5
13,0.11363061291890011,0.1102681340649724,0.03054672237485647,0.21718231290578843,0.12094982387498021,26.32627537185428,0.7828176870942116,9.588773128419907e-05,363.38
14,0.11295133301367362,0.1102878418751061,0.030485713668167592,0.21652676314115524,0.12165590971708298,26.320995812468226,0.7834732368588447,9.5241352623301e-05,363.55
15,0.11279131569382217,0.11039177635684609,0.030471568228676915,0.216618350148201,0.1219884512014687,26.3516218715744,0.783381649851799,9.455032620941843e-05,363.44
16,0.11253155163592762,0.10967196263372898,0.030585275078192354,0.21591419577598572,0.11967948637902737,26.331281745332625,0.7840858042240143,9.381533400219321e-05,363.38
17,0.11205185365138783,0.1100052559748292,0.030274902610108255,0.21608878523111344,0.12170864697545766,26.38763836901928,0.7839112147688866,9.303710135019722e-05,437.7
18,0.11164544260957175,0.10839274413883686,0.029986862652003766,0.2124420866370201,0.11972487475723029,26.44500702099657,0.7875579133629799,9.22163962751008e-05,452.0
19,0.11147226314577792,0.10835060421377421,0.030191979790106415,0.2120923012495041,0.1191338723525405,26.42667491868075,0.7879076987504959,9.135402871372814e-05,574.97
20,0.11115197848735583,0.10855356287211179,0.03011714806780219,0.21321794986724854,0.1193094052374363,26.43788234221274,0.7867820501327515,9.045084971874742e-05,361.25
21,0.11099562706011865,0.10899543007835746,0.02983909328468144,0.2140688568353653,0.12114188000559807,26.485332102075024,0.7859311431646347,8.950775061878456e-05,360.46
22,0.11080106944880552,0.1080432055518031,0.029837230686098337,0.21146703213453294,0.11970855398103594,26.47326068671847,0.7885329678654671,8.85256621387895e-05,360.06
23,0.11073305867612362,0.10812744665890932,0.030045554833486678,0.212004616856575,0.11893655825406313,26.457461857179045,0.787995383143425,8.750555348152302e-05,360.64
24,0.1102217560634017,0.10804332550615073,0.0299604500643909,0.21096787452697754,0.11963099231943489,26.46058251299562,0.7890321254730225,8.644843137107061e-05,360.49
25,0.11029214546498325,0.10745798740535975,0.02994911791756749,0.2103572204709053,0.118124745413661,26.45811190846473,0.7896427795290947,8.53553390593274e-05,360.87
26,0.10992070698282785,0.10749420542269945,0.03001489881426096,0.21057029515504838,0.1178841520100832,26.43924763915698,0.7894297048449517,8.422735529643446e-05,360.63
27,0.10955130884216892,0.1072724025696516,0.02965920199640095,0.21007945090532304,0.11865769298747182,26.543529900698463,0.789920549094677,8.306559326618262e-05,360.73
28,0.10957254210693969,0.10719279972836375,0.029695822345092892,0.21007210463285447,0.11827518213540315,26.539358758845395,0.7899278953671456,8.187119948743451e-05,360.39
29,0.10918743500692976,0.10791780995205044,0.02959261608775705,0.21155929565429688,0.12004444021731615,26.543372122853405,0.7884407043457031,8.064535268264886e-05,360.83
