epoch,train_loss,val_loss,val_pixel,val_struct,val_edge,val_psnr,val_ssim,lr,epoch_time_sec
1,0.14480142200158702,0.12697376273572444,0.03411580845713615,0.2531591519713402,0.14075373746454717,25.46917181498649,0.7468408480286598,9.997532801828658e-05,468.57
2,0.13444268645511734,0.1280744208022952,0.03431843165308237,0.2600591957569122,0.13914715573191644,25.517206213186615,0.7399408042430877,9.990133642141359e-05,493.66
3,0.13190253192765844,0.12167442180216312,0.03305130787193775,0.24166345000267028,0.13430140186101197,25.690200783343187,0.7583365499973297,9.977809823015401e-05,503.44
4,0.1298849156540301,0.12350485622882842,0.03323848582804203,0.2469716563820839,0.13624012172222139,25.714440707819534,0.7530283436179162,9.960573506572391e-05,512.26
5,0.12779148432115714,0.1206907638348639,0.03218584102578461,0.23933366388082505,0.13546062652021645,25.83867324913212,0.760666336119175,9.93844170297569e-05,498.14
6,0.12647761917776532,0.12025903724133968,0.03261240539140999,0.2388567104935646,0.13291762303560972,25.785473117222903,0.7611432895064354,9.911436253643445e-05,494.27
7,0.12498142754452096,0.12119228206574917,0.03289349153637886,0.23896970599889755,0.13501615934073924,25.68629827211933,0.7610302940011024,9.879583809693738e-05,502.36
8,0.12402432840317487,0.11809409484267235,0.03232511379756033,0.23491273522377015,0.12928810492157936,25.838121140742288,0.7650872647762299,9.842915805643157e-05,498.56
9,0.12471896480354998,0.11728477040305733,0.03224883191287518,0.2304478630423546,0.12982121389359236,25.774196470731972,0.7695521369576455,9.801468428384717e-05,494.84
10,0.12283381548606687,0.11848565936088562,0.03175287609919906,0.23462308794260026,0.13269387912005187,25.97376970091306,0.7653769120573998,9.75528258147577e-05,483.5
11,0.1223987684895595,0.11644585784524679,0.031472401274368164,0.22908527106046678,0.13052133787423373,25.945909929187685,0.7709147289395333,9.70440384477113e-05,483.27
12,0.12179216521067751,0.11546326745301486,0.03191836220212281,0.22691349387168885,0.1272073481231928,25.881857624040002,0.7730865061283112,9.64888242944126e-05,483.29
13,0.12125454754051235,0.11593638490885497,0.03185419184155762,0.22810326367616654,0.12820512782782317,26.010353542715404,0.7718967363238335,9.588773128419907e-05,483.37
14,0.12088546247945892,0.11490780655294656,0.031075148703530432,0.22701287269592285,0.12810027142986655,26.116227469430235,0.7729871273040771,9.5241352623301e-05,526.15
15,0.12052624927212795,0.11524276826530695,0.031043879967182875,0.22706510871648788,0.12928621442988514,26.149139055295745,0.7729348912835121,9.455032620941843e-05,563.83
16,0.12039782202078236,0.11479757390916348,0.0312564360909164,0.22498955726623535,0.12847741581499578,26.070200089753406,0.7750104427337646,9.381533400219321e-05,571.86
17,0.11913460232317448,0.11328831240534783,0.030834712088108063,0.22268955558538436,0.12638562452048063,26.188640341925282,0.7773104444146156,9.303710135019722e-05,533.56
18,0.1189589287671778,0.11260455697774888,0.03075314685702324,0.22142620682716369,0.1252205547876656,26.21818983361776,0.7785737931728363,9.22163962751008e-05,567.64
19,0.11794827919867304,0.112986259162426,0.03141954955644906,0.22187502235174178,0.12397234253585339,26.04281283982413,0.7781249776482582,9.135402871372814e-05,556.11
20,0.1178700140159991,0.1128738559782505,0.0315649694763124,0.2202378511428833,0.12420438174158335,26.107651538127442,0.7797621488571167,9.045084971874742e-05,532.5
21,0.11736515323734946,0.11212317505851388,0.0304918359965086,0.2217492312192917,0.12427163366228342,26.296756015337802,0.7782507687807083,8.950775061878456e-05,536.07
22,0.11803149700992638,0.11129641309380531,0.0303824455011636,0.21811224967241288,0.12430504970252514,26.305859263653552,0.7818877503275872,8.85256621387895e-05,409.63
23,0.11676786231497924,0.1107000334188342,0.030642054742202163,0.21718090921640396,0.12207264797762037,26.279246890671118,0.782819090783596,8.750555348152302e-05,362.82
24,0.11643417455876867,0.11131890080869197,0.030389892822131514,0.21828949749469756,0.12423702031373977,26.29179981574786,0.7817105025053024,8.644843137107061e-05,363.08
25,0.11667005123777521,0.11125407377257943,0.031005669198930264,0.2182782158255577,0.12197586437687277,26.20351961411359,0.7817217841744423,8.53553390593274e-05,363.23
26,0.11620071058471998,0.11002710349857807,0.030511142034083606,0.21562614440917968,0.121302436478436,26.27069705836835,0.7843738555908203,8.422735529643446e-05,363.23
27,0.11605834767429365,0.10952977882698178,0.030130930617451666,0.21519564539194108,0.12119905538856983,26.399863698214688,0.784804354608059,8.306559326618262e-05,363.31
28,0.11507726000207993,0.11038403594866394,0.0300318933557719,0.21720622777938842,0.1230363161303103,26.422370654474662,0.7827937722206115,8.187119948743451e-05,363.42
29,0.11526120296782917,0.11016274066641926,0.030014961306005717,0.21610454469919205,0.12308956310153008,26.40027295669982,0.783895455300808,8.064535268264886e-05,362.7
30,0.11500944733205769,0.11044823713600635,0.03054451639764011,0.21608581840991975,0.12228851690888405,26.2877771447559,0.7839141815900803,7.93892626146237e-05,363.42
31,0.11428025402128697,0.10921821892261505,0.030039169639348984,0.2142932429909706,0.1210679953917861,26.41461972564246,0.7857067570090294,7.810416889260657e-05,363.63
